config,amostras,rmse_pos_m,erro_final_m,erro_max_m,p95_pos_m,media_pos_m,rmse_yaw_rad,media_yaw_rad,rmse_yaw_deg
odom_imu_gps,3931,0.0068865408995842795,0.005545110471132177,0.023755547432820996,0.01032150430697265,0.006530334854663847,0.0006844059214383072,9.099113029047938e-05,0.03921357077217719
