config,amostras,rmse_pos_m,erro_final_m,erro_max_m,p95_pos_m,media_pos_m,rmse_yaw_rad,media_yaw_rad,rmse_yaw_deg
odom,3077,1.1569038618093306,2.0000790954822034,2.339331697130307,2.000758820617811,0.7903104799579742,0.901569148688712,0.5295424946391274,51.656107159065776
