config,amostras,rmse_pos_m,erro_final_m,erro_max_m,p95_pos_m,media_pos_m,rmse_yaw_rad,media_yaw_rad,rmse_yaw_deg
odom_imu,3006,0.43066632644878106,0.6797011503533233,0.7398640822832633,0.6795412923483356,0.3308866174957392,0.001136984264518954,0.0002699572862437862,0.06514439972972205
